Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,module,library
gs_ind_0,Platelet Alpha Granule (GO:0031091),1/85,0.7497186134258962,0.8779496416445431,1.079658708829945,0.3110035995234434,ACTN2,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Platelet Alpha Granule Lumen (GO:0031093),1/64,0.6473308691233018,0.8308262335991984,1.4387318184005002,0.6257011954496583,ACTN2,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Polymeric Cytoskeletal Fiber (GO:0099513),13/242,0.00015608750823955646,0.0014966037554733943,3.725028341100894,32.650222659969224,SYNM;ACTN3;ACTA1;LMOD2;ACTC1;TPM3;INF2;TPM1;MICAL2;DNM2;NEFL;ACTN2;TPM2,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Postsynaptic Density (GO:0014069),3/133,0.36266856212527343,0.6069188666685305,1.6395399151895647,1.6629294502907483,MTMR2;CHRNA3;SIGMAR1,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Pseudopodium (GO:0031143),2/8,0.006796503210927413,0.0412214562010831,23.610980022022968,117.85059507326059,ACTN3;ACTN2,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Recycling Endosome (GO:0055037),1/147,0.9093247341248744,0.9638576309263232,0.6201525062038189,0.0589473594832794,USP6,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Respiratory Chain Complex IV (GO:0045277),1/15,0.21641488759010882,0.48993925940538524,6.321300653135754,9.675116891555307,COX6A1,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,SCF Ubiquitin Ligase Complex (GO:0019005),1/53,0.5780118347053599,0.7917304962770896,1.741460576083794,0.9546006580881173,FBXO38,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,SUMO Ligase Complex (GO:0106068),1/11,0.16374229764191228,0.44483324192719503,8.731742798952576,15.79975192380056,SUMO4,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sarcoglycan Complex (GO:0016012),3/4,1.635568457892988e-05,0.00019042689902611215,143.87611225188226,1585.649286990334,SGCB;SGCD;SGCG,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sarcolemma (GO:0042383),14/50,3.092877193646821e-14,1.749299996694853e-12,25.594667845043453,796.1756237268864,FLNC;SYNM;CAV3;DMD;SYNC;SGCD;VCL;SGCG;TRIM72;SGCB;CCDC78;RYR1;DES;DYSF,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sarcoplasmic Reticulum (GO:0016529),13/41,4.265419500527856e-14,1.749299996694853e-12,30.404034712047785,936.0079945513972,FKBP1B;THBS4;MRLN;KLHL41;STIM1;DMPK;JSRP1;PLN;CCDC78;RYR1;JPH1;CMYA5;CASQ1,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sarcoplasmic Reticulum Membrane (GO:0033017),9/24,6.724255180418852e-11,2.1921071888165455e-09,38.710967741935484,906.7159592741898,FKBP1B;MRLN;KLHL41;STIM1;DMPK;PLN;RYR1;JPH1;CASQ1,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Secretory Granule Lumen (GO:0034774),3/289,0.8482889539943556,0.9342641858181079,0.738979613045644,0.12158723736173822,VCL;ACTN2;SGCG,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Secretory Granule Membrane (GO:0030667),4/246,0.5628216052211152,0.7917304962770896,1.130504835795515,0.649805775070131,CHRNB4;GAA;RAB7A;SGCG,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Serine C-palmitoyltransferase Complex (GO:0017059),1/6,0.0929169121759236,0.3090909527484806,16.675245324939826,39.621210028036295,SPTLC1,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sin3 Complex (GO:0016580),1/21,0.28929195979535716,0.5358476073482183,4.469375589886245,5.543450833492692,BRMS1L,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sin3-type Complex (GO:0070822),1/21,0.28929195979535716,0.5358476073482183,4.469375589886245,5.543450833492692,BRMS1L,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Smooth Endoplasmic Reticulum (GO:0005790),2/19,0.036954527056444045,0.16211598109608744,8.763365468886942,28.90216751917883,RYR1;CASQ1,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Sodium Channel Complex (GO:0034706),1/18,0.25373889766261887,0.5256977153778783,5.236601687518185,7.181734779855159,SCN4A,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Specific Granule (GO:0042581),2/142,0.6704131146035319,0.8388390636519074,1.0825710106324913,0.43287810837500773,CHRNB4;VCL,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Specific Granule Lumen (GO:0035580),1/54,0.5848377874054176,0.7944046612256923,1.7087957058834726,0.916633485574794,VCL,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Specific Granule Membrane (GO:0035579),1/80,0.7284129661214773,0.860371836795658,1.1479460477270107,0.36376932898867825,CHRNB4,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Spindle (GO:0005819),1/197,0.9601377437585451,0.9781403264540178,0.46079818410783413,0.018744588945905062,CAPN6,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Spindle Microtubule (GO:0005876),1/66,0.6586564244823927,0.8387577905517969,1.3946145115903048,0.5823258069426549,CAPN6,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Supramolecular Fiber (GO:0099512),5/36,0.0002618854602320275,0.00237151833432336,10.83371126228269,89.35215302324623,MYH7;MYH2;MYH6;MYH8;MYH4,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Synaptic Membrane (GO:0097060),1/24,0.32315777514255384,0.5725512755243074,3.8980370065433116,4.40327954155897,MTMR2,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Synaptic Vesicle Membrane (GO:0030672),3/45,0.035741622740093154,0.16211598109608744,5.064114023432782,16.870788812842044,DYSF;SYT2;SYPL2,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Tertiary Granule (GO:0070820),2/143,0.6741590020760728,0.8388390636519074,1.074848070989327,0.4238010803681576,CHRNB4;GAA,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Tertiary Granule Membrane (GO:0070821),2/61,0.2580111486517194,0.5256977153778783,2.5702428210548023,3.482042844162946,CHRNB4;GAA,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Transport Vesicle Membrane (GO:0030658),1/55,0.5915537671712008,0.7968864797430225,1.6773295465161906,0.8806025407059178,SLC18A3,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Vacuolar Lumen (GO:0005775),1/140,0.8982900154697848,0.9632978455366772,0.6515778639160809,0.0698897440436948,GAA,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Vacuolar Membrane (GO:0005774),1/52,0.5710741157544488,0.7917304962770896,1.7753939849326716,0.9946401177989989,UVRAG,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Vesicle (GO:0031982),5/220,0.28195761808657277,0.5358476073482183,1.5641365594961882,1.9801945534645091,KCNE3;VCL;COL6A3;BIN1;ARRDC4,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Vesicle Membrane (GO:0012506),2/59,0.2460389947549772,0.5256977153778783,2.6599982217480216,3.7300230457443595,DYSF;TRIM72,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Voltage-Gated Calcium Channel Complex (GO:0005891),2/39,0.13023214422953072,0.37906856266809835,4.084117246080436,8.325214465973396,SCN4A;CACNA1S,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,Voltage-Gated Sodium Channel Complex (GO:0001518),1/7,0.10754440739747216,0.34372036089780317,14.108882970390098,31.460712791659123,SCN4A,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,cullin-RING Ubiquitin Ligase Complex (GO:0031461),5/153,0.10170704625178577,0.3315649707808216,2.2801165554788745,5.211568227564144,FBXO38;KLHL41;GAN;KLHL40;DCAF8,Module11,GO_Cellular_Component_2023_Human
gs_ind_0,10Q11 21Q11 23 Copy Number Variation Syndrome WP5352,2/52,0.2044061184763752,0.698066178192904,3.030128166190852,4.810772339010019,SLC18A3;CHAT,Module11,WikiPathways_2024_Human_Human
gs_ind_0,10Q22Q23 Copy Number Variation WP5402,2/52,0.2044061184763752,0.698066178192904,3.030128166190852,4.810772339010019,LDB3;ACTN2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,11P11 2 Copy Number Variation Syndrome WP5348,1/51,0.5640228081144858,0.785293294374784,1.8106712911617027,1.0369000869638685,HLA-DMB,Module11,WikiPathways_2024_Human_Human
gs_ind_0,13Q12 12 Copy Number Variation WP5406,7/32,6.19693289885128e-07,1.6023497924172595e-05,18.409062998894758,263.1399045001485,FLNC;SGCA;DMD;SGCD;SGCG;SGCB;SNTB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,15Q25 Copy Number Variation WP5408,2/40,0.1356982068436878,0.6892408342601424,3.9777706955621066,7.94488862823989,RYR1;ALPK3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,16P11 2 Distal Deletion Syndrome WP4950,1/29,0.37606629161669675,0.7131823910968685,3.213098938793011,3.142378128754419,PLN,Module11,WikiPathways_2024_Human_Human
gs_ind_0,17Q12 Copy Number Variation Syndrome WP5287,1/63,0.6415285278849613,0.8475668872056789,1.4618492871690427,0.6489172745515077,TCAP,Module11,WikiPathways_2024_Human_Human
gs_ind_0,1P36 Copy Number Variation Syndrome WP5345,1/88,0.7616942029638558,0.871926740710532,1.042432353796916,0.28376062807934677,RER1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,22Q11 2 Copy Number Variation Syndrome WP4657,3/108,0.25278105007492346,0.7114052368625343,2.031462576758761,2.793731488467807,TXNRD2;ACTC1;TSKS,Module11,WikiPathways_2024_Human_Human
gs_ind_0,2Q37 Copy Number Variation Syndrome WP5224,1/116,0.849274690969051,0.8989398775754281,0.7882402729653238,0.1287768616459935,COL6A3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,5Q35 Copy Number Variation WP5380,4/104,0.0874396928845204,0.6053808885364824,2.754054469918449,6.711096311814953,COX6A1;PNPLA2;TPM2;CAPN3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,7Q11 23 Distal Copy Number Variation WP5401,1/21,0.28929195979535716,0.7114052368625343,4.469375589886245,5.543450833492692,HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,ADHD And Autism ASD Pathways WP5420,6/328,0.43521725769754377,0.7227002169106002,1.2313848732453383,1.0244013032006172,TPH1;CNTNAP1;AMPD1;NOX4;GABRA3;SCN4A,Module11,WikiPathways_2024_Human_Human
gs_ind_0,ATM Signaling In Development And Disease WP3878,1/47,0.5346441960581618,0.7682057232373606,1.966953551015045,1.2316154550052416,HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Abnormal Ca Handling And Effects On Muscle Contraction In DMD WP5343,6/14,4.449195509843778e-08,1.3421739788028732e-06,47.71860095389507,807.778446445786,SGCA;CAPN3;DMD;CASQ1;RYR1;SNTB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Acetylcholine Synthesis WP528,1/7,0.10754440739747216,0.6712254392738779,14.108882970390098,31.460712791659123,CHAT,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Acute Viral Myocarditis WP4298,7/85,0.0004401762716979464,0.00796719051773283,5.958871321622808,46.05215554600531,SGCA;DMD;SGCD;SGCG;MYH6;SGCB;LAMA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Adipogenesis WP236,1/127,0.8741287928448334,0.9092948937064071,0.7191663379567391,0.09674768832755797,EGR2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Affected Pathways In Duchenne Muscular Dystrophy WP5356,11/71,1.6673990038666622e-08,7.544980492496647e-07,12.071256865119054,216.18915859954967,SGCA;ORAI1;CAPN3;CACNA1S;DMD;STIM1;RYR1;NOX4;SNTB1;SIGMAR1;CASQ1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Airway Smooth Muscle Cell Contraction WP4962,1/16,0.2290583309623265,0.7114052368625343,5.913080612311937,8.714571592611058,RYR1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Allograft Rejection WP2328,1/84,0.7455950302032568,0.871926740710532,1.0926619266558533,0.3207756913801924,HLA-DMB,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Alpha 6 Beta 4 Signaling WP244,1/33,0.41541074371626274,0.7160316787158149,2.816888610371299,2.474601445301743,LAMA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Alzheimer 39 S Disease And miRNA Effects WP2059,3/247,0.7639324697264033,0.871926740710532,0.8683900009658062,0.23383648528210363,NOX4;CACNA1S;PSEN2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Alzheimer 39 S Disease WP5124,3/247,0.7639324697264033,0.871926740710532,0.8683900009658062,0.23383648528210363,NOX4;CACNA1S;PSEN2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Amino Acid Metabolism WP3925,1/90,0.7693591205449146,0.871926740710532,1.0190012402007078,0.2671794978674468,TPH1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Amyotrophic Lateral Sclerosis ALS WP2447,1/37,0.4522836343133606,0.7442121619156207,2.507518901877633,1.98958030703538,NEFL,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Androgen Receptor Signaling WP138,1/83,0.7414037884024264,0.871926740710532,1.105980374004814,0.3309202533105661,FHL2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Angiotensin II Receptor Type 1 Pathway WP5036,1/28,0.36582490292901465,0.7131823910968685,3.3301610812812443,3.3488115396932874,NOX4,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Apoptosis Modulation And Signaling WP1772,1/84,0.7455950302032568,0.871926740710532,1.0926619266558533,0.3207756913801924,BAG3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Apoptosis Related Network Due To Altered Notch3 Ovarian Cancer WP2864,1/53,0.5780118347053599,0.7925768339520465,1.741460576083794,0.9546006580881173,HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Arrhythmogenic Right Ventricular Cardiomyopathy WP2118,12/71,1.2995194622142011e-09,7.840434088692347e-08,13.399240293132179,274.1654906542297,DSG2;SGCA;ACTN3;ITGA7;CACNA1S;DMD;SGCD;SGCG;SGCB;LAMA2;DES;ACTN2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Autophagy WP4923,1/30,0.3861429520855973,0.7131823910968685,3.103973212744658,2.953578372441838,UVRAG,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Autosomal Recessive Osteopetrosis Pathways WP4788,1/11,0.16374229764191228,0.6892408342601424,8.731742798952576,15.79975192380056,RAB7A,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Bardet Biedl Syndrome WP5234,3/82,0.14620391869744634,0.6892408342601424,2.7005411129621737,5.1924733330764195,TRIM32;SCAPER;CFAP410,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Biogenic Amine Synthesis WP550,2/13,0.01795536384517216,0.21666139039841073,13.340890904241132,53.62859892163508,TPH1;CHAT,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Biosynthesis And Turnover Of 1 Deoxy Sphingoid Bases WP5179,1/8,0.12193696513840709,0.6892408342601424,12.226883910386965,25.72843326957518,SPTLC1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Burn Wound Healing WP5055,2/71,0.3177544244455644,0.7114052368625343,2.1989524944461607,2.5210472379230193,ACTA1;NOX4,Module11,WikiPathways_2024_Human_Human
gs_ind_0,CAMKK2 Pathway WP4874,2/102,0.49156235601910725,0.7640609708335032,1.5175146761082114,1.077688053807385,STIM1;TRPV4,Module11,WikiPathways_2024_Human_Human
gs_ind_0,COVID 19 Structural Coverage Map WP5145,1/24,0.32315777514255384,0.7114052368625343,3.8980370065433116,4.40327954155897,IGHMBP2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Calcium Regulation In Cardiac Cells WP536,5/145,0.08559040166980415,0.6053808885364824,2.411242014986406,5.9272720375220365,ORAI1;CACNA1S;PLN;RYR1;CASQ1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cancer Pathways WP5434,6/487,0.8013425443948679,0.8844085398504334,0.8158345261148999,0.18068024338385794,PLEKHG5;TFG;MST1;TXNRD2;TPM3;LAMA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Canonical And Non Canonical Notch Signaling WP3845,1/26,0.3448371705238676,0.7131823910968685,3.591829399784354,3.8241594956115796,PSEN2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cardiac Progenitor Differentiation WP2406,6/50,0.00014484580097832856,0.0032771362471346837,9.092924385059217,80.38000417884045,TNNT2;TNNI3;MYLK3;ACTC1;MYH6;MYL2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cardiomyocyte Signaling Converging On Titin WP5344,8/31,2.3299815567281636e-08,8.434533235355953e-07,22.73718720727954,399.6019813866131,ANKRD1;CSRP3;FHL2;FHL1;MYPN;TTN;TCAP;CRYAB,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Catabolism Of Skeletal Muscle In Cachexia WP5474,1/40,0.47840974958458543,0.7640609708335032,2.3166103792312254,1.7080083313194192,MSTN,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284,1/24,0.32315777514255384,0.7114052368625343,3.8980370065433116,4.40327954155897,BAG3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cell Lineage Map For Neuronal Differentiation WP5417,5/119,0.04350948450590599,0.3830519743393497,2.9639444158145505,9.291302798235055,TPH1;SLC18A3;CHAT;TPM1;NEFL,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cell Type Dependent Selectivity Of CCK2R Signaling WP3679,1/12,0.17723209402093465,0.6896286606254716,7.971929513858142,13.793790891949966,RYR1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Ciliary Landscape WP4352,1/208,0.96674341446615,0.9726607182688024,0.4360464260299855,0.014748032229273789,NEFL,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Ciliopathies WP4803,2/170,0.7627732666007593,0.871926740710532,0.9009788037113227,0.24398006166418346,TRIM32;CFAP410,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Circadian Rhythm Genes WP3594,4/180,0.3303739523429562,0.7114052368625343,1.5601822376682923,1.7279487540957077,GFPT1;TPH1;CIART;CHRNB2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Clear Cell Renal Cell Carcinoma Pathways WP4018,1/80,0.7284129661214773,0.871926740710532,1.1479460477270107,0.36376932898867825,ENO3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Cytokine Cytokine Receptor Interaction WP5473,1/209,0.9672869021457704,0.9726607182688024,0.4339257718061803,0.014432429541203466,MSTN,Module11,WikiPathways_2024_Human_Human
gs_ind_0,DNA IR Damage And Cellular Response Via ATR WP4016,1/79,0.7239398534852883,0.871926740710532,1.1626473983940224,0.37558971381620104,TDP1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Differentiation Of White And Brown Adipocyte WP2895,1/24,0.32315777514255384,0.7114052368625343,3.8980370065433116,4.40327954155897,HSPB7,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Ebola Virus Infection In Host WP4217,4/123,0.13753015487997772,0.6892408342601424,2.3132208946210584,4.589226871231396,FLNC;RAB7A;CAV3;HLA-DMB,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Ectoderm Differentiation WP2858,2/132,0.631030763398684,0.8398277071703074,1.1663101646177594,0.5369699744813685,FHL2;DMD,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Effect Of Omega 3 PUFA On Huntington 39 S Disease Pathways WP5470,1/116,0.849274690969051,0.8989398775754281,0.7882402729653238,0.1287768616459935,GABRA3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Effects Of MFN2 Mutation WP5443,2/24,0.05661051690093422,0.4657501617758679,6.813678709384231,19.565890641989025,MFN2;RAB7A,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Electron Transport Chain OXPHOS System In Mitochondria WP111,1/102,0.8104574558233509,0.8890472697213728,0.8978058250479066,0.18867966743554873,COX6A1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Envelope Proteins And Potential Roles In EDMD Physiopathology WP4535,1/45,0.5192237536603365,0.7640609708335032,2.0556305636284584,1.347302132545252,TMPO,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300,1/19,0.26578247380740616,0.7114052368625343,4.953211867672152,6.563387480572783,HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,FGF23 Signaling In Hypophosphatemic Rickets Related Disorders WP4790,1/23,0.3120516393824864,0.7114052368625343,4.071554650373388,4.74167796267216,ORAI1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Factors And Pathways Affecting IGF1 Akt Signaling WP3850,2/36,0.11416719041542384,0.6888087155063906,4.44014700216354,9.63552447947839,MSTN;NEB,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Familial Partial Lipodystrophy WP5102,1/30,0.3861429520855973,0.7131823910968685,3.103973212744658,2.953578372441838,PNPLA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Fas Ligand Pathway And Stress Induction Of Heat Shock Proteins WP314,2/42,0.14677816446422626,0.6892408342601424,3.780832639046681,7.254786122592995,ACTA1;HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Fatty Acid Beta Oxidation WP143,1/34,0.42485446298641005,0.7160316787158149,2.732619995744293,2.3391462407603534,PNPLA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Ferroptosis WP4313,2/62,0.2640011719809871,0.7114052368625343,2.5275904612212474,3.366249365475333,NOX4;HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Focal Adhesion PI3K Akt mTOR Signaling WP3932,3/288,0.8466294117207225,0.8989398775754281,0.7416183287362853,0.12347367490635873,LAMA2;ITGA7;THBS4,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Focal Adhesion WP306,8/192,0.012748202370053781,0.1671881271480912,2.864964519666161,12.498020969471922,FLNC;CAV3;ITGA7;THBS4;VCL;MYLK3;LAMA2;MYL2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Fragile X Syndrome WP4549,1/119,0.8565011932167317,0.9009469508279798,0.768130139988141,0.11898302691945938,DNM2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,G Protein Signaling WP35,1/88,0.7616942029638558,0.871926740710532,1.042432353796916,0.28376062807934677,AKAP6,Module11,WikiPathways_2024_Human_Human
gs_ind_0,G13 Signaling WP524,1/38,0.46113401699589546,0.751939252939253,2.440488798370672,1.8891007906293245,CFL2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,GABA Receptor Signaling WP4159,1/27,0.35541610429814574,0.7131823910968685,3.4560581024478347,3.5751747776983,GABRA3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Genes Related To Primary Cilium Development Based On CRISPR WP4536,1/93,0.7803985193099789,0.871926740710532,0.9857543898277096,0.2444183604547432,TULP3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Glucocorticoid Receptor Pathway WP2880,2/62,0.2640011719809871,0.7114052368625343,2.5275904612212474,3.366249365475333,ANKRD1;FGD4,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Glycerolipids And Glycerophospholipids WP4722,1/21,0.28929195979535716,0.7114052368625343,4.469375589886245,5.543450833492692,PNPLA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Glycolysis And Gluconeogenesis WP534,1/41,0.4868396294612158,0.7640609708335032,2.259259259259259,1.6262611591944174,ENO3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Glycosylation And Related Congenital Defects WP4521,2/25,0.06089640508556353,0.47922823132552167,6.523299830309359,18.255983848286213,DOLK;DPM3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,H19 Rb E2F1 And CDK Beta Catenin In Colorectal Cancer WP3969,2/14,0.02072783884522574,0.23448367693661618,12.27280163599182,47.57278619958986,CSRP2;TULP3,Module11,WikiPathways_2024_Human_Human
gs_ind_0,HDAC6 Interactions In The Central Nervous System WP5426,1/109,0.8309722412882652,0.8989398775754281,0.83948867635879,0.15543879036552102,HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hair Follicle Development Cytodifferentiation Stage 3 Of 3 WP2840,1/75,0.7053016310376374,0.871926740710532,1.225399472382072,0.42782337740885445,EGR2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hepatitis B Infection WP4666,1/148,0.9108005919656367,0.9313836561908488,0.6159066588422106,0.05754495664387463,EGR2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hippo Merlin Signaling Dysregulation WP4541,2/109,0.5269331776204264,0.7682057232373606,1.4180339563418463,0.9085081734824909,MST1;ITGA7,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hippo Signaling Regulation WP4540,1/91,0.7730989963834194,0.871926740710532,1.0076740444014358,0.25932307211786615,MST1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hippo YAP Signaling WP4537,1/22,0.30076401871204633,0.7114052368625343,4.261213470373703,5.119546770999496,MST1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hippocampal Synaptogenesis And Neurogenesis WP5231,1/23,0.3120516393824864,0.7114052368625343,4.071554650373388,4.74167796267216,SYT2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Hypertrophy Model WP516,3/20,0.003850890881016125,0.06336465904217442,12.319096509240246,68.48741044815094,MSTN;IFRD1;ANKRD1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,IL1 Signaling WP195,1/54,0.5848377874054176,0.7959070640630119,1.7087957058834726,0.916633485574794,HSPB2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,IL18 Signaling WP4754,1/55,0.5915537671712008,0.7990390437163235,1.6773295465161906,0.8806025407059178,HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Inclusion Body Myositis WP5120,2/11,0.01293167834294628,0.1671881271480912,16.15165213647616,70.2285995857813,MSTN;PSEN2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Integrin Mediated Cell Adhesion WP185,6/96,0.004573964922957545,0.06899063758794298,4.4573689711811255,24.0135175023191,ITGA7;CAPN3;CAV3;MYPN;VCL;CAPN6,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Intracellular Trafficking Proteins Involved In CMT Neuropathy WP4856,15/27,1.2295150651648822e-20,1.1127111339742184e-18,80.36431965442765,3684.3088263762165,GDAP1;FGD4;MTMR2;PMP22;SBF2;MPZ;HSPB1;SH3TC2;HSPB8;LRSAM1;DNM2;MFN2;RAB7A;EGR2;NEFL,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Leptin Signaling WP2034,1/71,0.6854105048699198,0.871926740710532,1.2952723490921696,0.48927273564942414,CFL2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Leukocyte Intrinsic Hippo Pathway Functions WP4542,1/33,0.41541074371626274,0.7160316787158149,2.816888610371299,2.474601445301743,MST1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,Lipid Metabolism Pathway WP3965,1/28,0.36582490292901465,0.7131823910968685,3.3301610812812443,3.3488115396932874,PNPLA2,Module11,WikiPathways_2024_Human_Human
gs_ind_0,MAPK Signaling WP382,4/240,0.543261505935813,0.7682057232373606,1.159656502691746,0.7075812072363039,DUSP8;FLNC;CACNA1S;HSPB1,Module11,WikiPathways_2024_Human_Human
gs_ind_0,MFAP5 Effect On Permeability And Motility Of Endothelial Cells WP4560,2/18,0.03341324349873549,0.33936214739607645,9.29509822147859,31.592207215280318,VCL;MYL2,Module11,WikiPathways_2024_Human_Human
